STARNR FLUX FLUXERR
1 460541.2349700928 717.3872706946961
2 29219.89069366455 271.2253473567083
3 29139.81666946411 271.7621781499006
4 16466.714263916016 246.16759719448922
5 nan nan
6 5979.671421051025 193.13639334740023
7 9308.736457824707 221.94122651650127
8 40996.43383026123 316.4920635825328
9 14737.07703781128 275.2941530104893
10 14462.877643585205 247.44798220761592
11 27410.573307037354 271.91830718184394
12 nan nan
13 304047.73558044434 596.6441684139656
14 15664.573825836182 241.17700408137682
15 14351.511653900146 243.27912090254324
16 14449.755069732666 236.0302999733152
17 3923.578037261963 175.044376545123
18 6246.196559906006 198.09183306894124
19 64514.422676086426 335.8556778421442
20 52515.72967529297 315.6672430251384
21 27372.194534301758 280.083705856074
22 87341.6424446106 403.11197298514594
23 132381.59197616577 428.85225329648284
24 47534.944217681885 329.01379650836327
25 nan nan
26 nan nan
27 nan nan
28 14856.969242095947 244.38621313413722
29 4209.761127471924 194.96190175280606
30 35992.75061416626 291.4801969263012
31 27923.784759521484 272.7595761835711
32 2625.172264099121 140.52167501270566
33 12575.00973892212 237.4092475407626
34 33156.52410507202 282.12219562750823
35 nan nan
36 nan nan
37 309222.06213378906 602.3032734682677
38 3389594.894165039 1858.0179177396544
39 2872.345371246338 142.69069167789507
40 4356.293045043945 176.77397478766903
41 14972.787719726562 245.24764742874893
42 11630.953109741211 234.41890700384315
43 4166.125324249268 180.14296696867964
44 4106.339992523193 176.64802942156743
45 190878.70182800293 492.646926992022
46 4482.2970542907715 197.31793369741678
47 19124.99769592285 250.14319955784163
48 nan nan
49 73722.47379302979 360.46308086618455
50 44912.35752868652 309.6448007781267
51 23739.534801483154 267.8285622906686
52 1695486.1950683594 1325.208777750308
53 6797.886566162109 211.85074268217187
54 50059.872287750244 317.736543924223
55 52119.16608428955 310.74169468848413
56 9290.2373046875 220.0823701112587
57 1931073.416381836 1409.4197706953225
58 9400.245944976807 226.76707190666605
59 156145.86180114746 457.535433004739
60 nan nan
61 64631.43460083008 347.1475601750089
62 3073.9260025024414 169.00559530080938
63 83115.80242156982 369.4467599631449
64 6949.231109619141 218.6770119584636
65 112661.44269561768 405.9661043327712
66 18932.580532073975 253.9316074777717
67 134634.55298614502 434.8020520103062
68 46763.24463272095 313.73523487136805
69 5802.244697570801 213.05757570045355
70 12154.863990783691 231.73596713512188
71 nan nan
72 25230.30326461792 285.71219316152224
73 5815.483493804932 201.333651824514
74 8938.861808776855 238.05257349608283
75 71700.55596923828 352.85993023218765
76 83682.120388031 385.764010082874
77 634535.1489486694 871.5093065947851
78 91471.26276397705 377.08159464791805
79 nan nan
80 nan nan
81 42434.37371444702 293.4314615654115
82 4840.525417327881 196.08512254193994
83 4235.230365753174 175.51055157016452
84 26283.968410491943 316.8225279451605
85 195541.93069458008 502.72584819400606
86 36381.10209655762 288.01356494270095
87 nan nan
88 nan nan
89 206363.15287017822 507.244831147234
90 12052.906505584717 235.3046916664159
91 9813.83487701416 222.27154501809594
92 nan nan
93 9268.89570236206 208.9019745553989
94 nan nan
95 21784.59748840332 254.73114557845093
96 8532.995166778564 217.87204280384958
97 26294.10528945923 265.6258023166881
98 7488.627494812012 209.23019142232917
99 8897.25719833374 226.6202213479987
100 nan nan
101 15103.41323852539 264.8684701371198
102 6457.653549194336 210.90974777651536
103 35659.24885177612 293.75975223017616
104 nan nan
105 nan nan
106 15654.33292388916 242.39325257028415
107 12099.413093566895 237.4903856760821
108 6385.709632873535 213.103373914241
109 3878.9393463134766 170.04361708342782
110 10000.253269195557 239.96319442499907
111 38829.409660339355 293.38941772557104
112 nan nan
113 164817.64237213135 465.7335906729072
114 815138.3203582764 933.4688475548977
115 214554.98482513428 515.2545892102956
116 nan nan
117 nan nan
118 nan nan
119 23587.79557800293 264.5391161718534
120 35732.459129333496 289.7131102466357
121 46342.38966369629 308.8660467711245
122 139634.8938293457 439.4540121258407
123 6842.354763031006 206.40519956426854
124 nan nan
125 16932.04972076416 301.93536372407175
126 nan nan
127 19526.382320404053 253.1532116048252
128 4496.00159072876 182.42822081022948
129 11158.424949645996 229.8066112188148
130 5781.086196899414 193.4894775959888
131 5267.148349761963 208.58575373835495
132 29317.963718414307 283.1452729164857
133 8506.331253051758 259.37800844217253
134 10537.957290649414 256.1165817463496
135 3457.2069664001465 166.79907938659707
136 3130.9774284362793 156.3240210410523
137 20318.168563842773 260.1450354482741
138 44235.09270858765 304.10542039289817
139 25998.345149993896 281.36159906118945
140 90604.1333694458 376.0346893480422
141 9343.885208129883 239.19374239400926
142 nan nan
143 nan nan
144 2780.4576530456543 149.9478279681494
145 14169.39831161499 248.99318220004437
146 30387.326957702637 274.787150307175
147 15623.180461883545 254.12565422818267
148 14314.958755493164 242.3314586796021
149 nan nan
150 10723.55993270874 219.27684467354356
151 25882.036205291748 279.36816740620236
152 62672.77928161621 332.15099580136865
153 3479.9115295410156 164.45803313916127
154 96613.4926071167 390.17990946195795
155 nan nan
156 nan nan
157 16750.23934173584 232.76353198908896
158 nan nan
159 12014.132488250732 246.83438612228096
160 26658.397994995117 281.76756819454414
161 4666.728351593018 186.3346312698899
