STARNR FLUX FLUXERR
1 nan nan
2 nan nan
3 nan nan
4 nan nan
5 nan nan
6 nan nan
7 nan nan
8 nan nan
9 nan nan
10 nan nan
11 nan nan
12 nan nan
13 25275.09184074402 217.40370779235857
14 nan nan
15 nan nan
16 nan nan
17 nan nan
18 nan nan
19 nan nan
20 nan nan
21 nan nan
22 5167.1021900177 158.1061210489748
23 5247.51008605957 152.39003410995326
24 nan nan
25 nan nan
26 nan nan
27 nan nan
28 nan nan
29 nan nan
30 nan nan
31 nan nan
32 nan nan
33 nan nan
34 nan nan
35 nan nan
36 nan nan
37 23985.190538406372 209.71450243397075
38 133219.60347557068 392.498635521722
39 nan nan
40 nan nan
41 nan nan
42 nan nan
43 nan nan
44 nan nan
45 nan nan
46 nan nan
47 nan nan
48 nan nan
49 nan nan
50 2968.441081047058 136.32867987664656
51 nan nan
52 66242.03705215454 296.2821093062875
53 nan nan
54 nan nan
55 2298.9102363586426 120.2997861015213
56 nan nan
57 30217.7757396698 226.24961772064455
58 nan nan
59 1805.55313205719 109.57423396363883
60 nan nan
61 2600.27788066864 140.25696572261865
62 nan nan
63 5145.924437522888 156.23865945173554
64 nan nan
65 8931.008197784424 172.16987458176584
66 nan nan
67 9116.917943954468 169.97915775214736
68 nan nan
69 nan nan
70 nan nan
71 nan nan
72 nan nan
73 nan nan
74 nan nan
75 3463.816414833069 140.908795734555
76 3267.7048921585083 137.93211360451716
77 51206.7447681427 267.5781811273892
78 7340.050743103027 162.87815618494406
79 nan nan
80 nan nan
81 nan nan
82 nan nan
83 nan nan
84 nan nan
85 6886.06169128418 155.18465362900528
86 nan nan
87 nan nan
88 nan nan
89 54019.51166534424 276.8595199218591
90 nan nan
91 nan nan
92 nan nan
93 nan nan
94 nan nan
95 nan nan
96 nan nan
97 nan nan
98 nan nan
99 nan nan
100 nan nan
101 nan nan
102 nan nan
103 nan nan
104 nan nan
105 nan nan
106 nan nan
107 nan nan
108 nan nan
109 nan nan
110 nan nan
111 2771.389801979065 131.31749084371532
112 nan nan
113 nan nan
114 70275.64421272278 302.5621601773414
115 7381.112901687622 167.27912154358813
116 nan nan
117 nan nan
118 nan nan
119 nan nan
120 2486.2397661209106 128.24620124886985
121 2775.7272758483887 127.43985610288074
122 7383.422112464905 164.13539726288036
123 nan nan
124 nan nan
125 nan nan
126 nan nan
127 nan nan
128 nan nan
129 nan nan
130 nan nan
131 nan nan
132 nan nan
133 nan nan
134 nan nan
135 nan nan
136 nan nan
137 nan nan
138 nan nan
139 nan nan
140 7004.56125831604 162.9121706186906
141 nan nan
142 nan nan
143 nan nan
144 nan nan
145 nan nan
146 nan nan
147 nan nan
148 nan nan
149 nan nan
150 nan nan
151 nan nan
152 nan nan
153 nan nan
154 2755.0422916412354 132.61745196264133
155 nan nan
156 nan nan
157 nan nan
158 nan nan
159 nan nan
160 nan nan
161 nan nan
