STARNR FLUX FLUXERR
1 476413.0306777954 710.4641638677202
2 35134.593035042286 234.04703013249875
3 31317.642122924328 225.9283656298589
4 21399.040279090405 204.70146865355142
5 nan nan
6 6171.070932090282 159.82203924526686
7 11486.355020016432 175.07935676737182
8 45918.901569381356 258.70956376206505
9 16415.519522935152 203.75447683272193
10 15427.04974643141 187.3140616137044
11 34531.5633354187 233.82196329233767
12 2445.6840264610946 118.95981297594362
13 399433.2728652954 652.0890327232167
14 10577.264266252518 166.69115925431487
15 21097.500278003514 218.92318097681283
16 18221.64332035184 192.36948746286683
17 4146.276646256447 136.9316920655374
18 8794.539896817878 161.97170979531376
19 69841.42568778992 300.13759382294995
20 63222.385175704956 289.4870455121406
21 33435.430185198784 231.7570646375854
22 105989.89478346705 367.8572094497938
23 165058.07580184937 432.80408625057515
24 35814.58485274017 256.1003035800122
25 3279.776516098529 131.7154836301704
26 9466.361419469118 166.30745453404592
27 2200.323437154293 115.2555573751625
28 15240.564612060785 183.34053251292138
29 4307.676040016115 141.01029743983176
30 43013.91837066412 253.46170386697167
31 34962.507348269224 235.5733129823702
32 3644.3223938941956 134.48258728987813
33 15653.779677718878 188.09089176042636
34 40242.23914480209 241.94608341522758
35 3320.602291673422 133.38740792159138
36 nan nan
37 399425.0150604248 652.8453976169988
38 nan nan
39 4042.272960603237 141.66733903313943
40 6258.406164318323 154.6331891764677
41 17084.02762286365 191.46007530020447
42 7362.755199164152 160.54652845062202
43 3878.2578525468707 137.03423185159872
44 4745.226777076721 144.85644970704107
45 212880.42601013184 485.8512572465886
46 5777.925505489111 153.99768537788353
47 24352.596251010895 208.4839525702376
48 5796.260375276208 151.76898838755446
49 86024.94831085205 333.0025471426659
50 58268.019506931305 282.9233773231068
51 30942.125290080905 231.7985390176885
52 2123546.5134887695 1511.070237895969
53 8289.585776619613 159.13697440258588
54 61584.71810340881 291.8523053578645
55 65258.80743789673 292.93518435322113
56 6597.372252795845 156.9064319505455
57 2102378.2651367188 1498.9900653654956
58 11834.795036122203 177.2565570904365
59 172550.43236923218 442.6711607517247
60 nan nan
61 77062.14941239357 315.6055656749766
62 3231.9145422829315 129.535908820254
63 105774.01424789429 358.06090308918806
64 9184.317937250249 166.80846591386515
65 147098.2988872528 412.266444482616
66 23848.233556747437 207.95665881792848
67 169952.21399497986 440.43020763723445
68 51535.19387245178 266.799853570489
69 7186.386224985123 160.25233381598298
70 15698.413589298725 190.05365577800643
71 7096.205331195146 157.93195275609992
72 31570.745767876506 225.8029634144405
73 7177.015798673034 152.8291694270796
74 10733.069425972179 177.46393781943246
75 88382.76568317413 335.6078211190145
76 93631.02929973602 340.85553118759026
77 824429.651550293 935.4611652903382
78 120768.3135547638 376.8728940585433
79 2539.7338315695524 120.3132990030287
80 3073.79536613822 131.1924401489426
81 54004.46814215183 274.8315650446605
82 5799.9045480415225 155.79181544557036
83 6257.6228483757 150.90668979627296
84 26556.174701713026 239.9632083666763
85 227045.6216545105 501.36152562723885
86 39162.17292898893 244.26348550792036
87 3199.783124871552 128.59382864114204
88 2200.464412011206 111.51506522317294
89 381682.56226348877 637.4500159441118
90 14007.33790075779 179.7039170914011
91 8913.120119214058 167.58742629480864
92 12162.846815273166 180.80381163824362
93 8115.775985136628 160.56564535859277
94 nan nan
95 28452.753604471684 221.3966054943898
96 11401.19720370695 171.7702790438945
97 10918.592482082546 173.15964385628948
98 7011.586530707777 156.4889374744422
99 11628.46878638491 169.4269017950806
100 2177.6160078942776 115.29611786049507
101 19107.91440230608 203.3438524850083
102 8659.181827872992 160.3290586846808
103 38808.70634675026 242.6490936658539
104 3419.631047781557 148.9476421199027
105 nan nan
106 20056.43478614837 200.81424155550133
107 9037.539764262736 169.7829791970456
108 8185.371103934944 171.60706335082637
109 5493.889569878578 151.12658642613778
110 4110.374179661274 140.65904028649865
111 51469.79387497902 271.1996845040976
112 3548.1882660984993 132.0047712908692
113 109284.97188568115 362.7697846205028
114 1124675.4237670898 1086.9162115881718
115 236306.62342834473 507.94517282797676
116 3876.069210231304 137.051657940628
117 nan nan
118 5389.29811039567 146.2836219417638
119 31499.645835757256 228.3649575249636
120 45130.2683981657 256.57462878906136
121 61100.030709564686 287.8305245022948
122 172779.27729034424 442.4532858981006
123 9154.242812939454 165.333180417226
124 2862.338144697249 128.40013709967118
125 9502.42449964583 203.51250195352986
126 nan nan
127 17043.697422504425 191.43211418444264
128 5773.604475640692 152.7801471185856
129 10019.933190584183 170.5058005232812
130 8680.728444486856 168.62712289252937
131 6442.511374482885 159.30216654940378
132 38202.62668222189 242.74789066360773
133 7947.356425769627 219.90142340795728
134 10165.950186539441 203.38249640080662
135 3847.554196342826 143.2556311547436
136 3532.516539299395 149.39758349689566
137 25539.58175276965 212.9580339093667
138 50413.63802433014 267.6654123424944
139 18008.695098027587 191.39157477224234
140 119571.41233062744 378.67741907215554
141 9304.92524176836 172.5583915843114
142 nan nan
143 3014.1979166269302 131.0896662697795
144 3364.5429753810167 131.93101571546717
145 16060.587863892317 186.83296850590244
146 38005.841191768646 241.85701064602782
147 13341.578845500946 178.80993661173113
148 17471.249574620044 193.4012752897235
149 3544.0958943404257 135.3618882751874
150 11944.169618964195 170.58368434723914
151 30661.34559649229 224.60304704061608
152 65291.14899253845 292.9737954643664
153 4431.530377149582 140.2007868571927
154 111201.10530090332 365.06340483644925
155 1771.8254593610764 106.47586923438348
156 2420.837938155979 118.13590912676602
157 22702.48596328497 206.83330928526726
158 nan nan
159 14001.95235160552 185.30859858762693
160 31698.702271342278 228.78285668377808
161 6130.568435922265 156.03624228542284
