STARNR FLUX FLUXERR
1 240026.5223016739 547.1255851116716
2 31954.683862745762 289.0591289129865
3 21948.110074661672 277.2026045028731
4 23141.99657344818 270.5446097631354
5 nan nan
6 nan nan
7 11940.321146070957 246.54204830543938
8 45627.36835926026 349.6067768867323
9 21230.352015711367 335.9437937841571
10 12551.241912070662 259.16908637713163
11 35567.600230157375 299.56574102184936
12 nan nan
13 466104.62758255005 727.7410982479288
14 4520.048780603567 192.45172266794944
15 19429.148659341037 262.6295210364292
16 19131.36003946513 263.5453836782532
17 nan nan
18 10576.269641973078 241.7993562763944
19 48538.64287871122 319.08951596951624
20 57786.791409924626 339.05418284819956
21 34527.74333816767 295.52699354006165
22 119788.80407762527 438.7698385334446
23 155339.7745499611 460.1837769315922
24 17470.169819745235 296.18386741353766
25 nan nan
26 nan nan
27 nan nan
28 10545.550528258085 235.79844823040335
29 nan nan
30 40184.8610104993 305.2152153772054
31 37811.4403423816 303.4405622396533
32 nan nan
33 14107.582561635412 256.1424669571726
34 40513.252416130155 308.00848921929463
35 nan nan
36 nan nan
37 456672.3687362671 722.105860137722
38 4042945.53326416 2117.348420199078
39 3497.650437772274 160.0567725548464
40 6712.751721292734 226.05374520888043
41 13387.991928502917 247.6431395786754
42 nan nan
43 nan nan
44 nan nan
45 178192.40467834473 487.8586627121888
46 6242.520067981444 225.5565686543998
47 25439.392685845494 283.5810734780891
48 nan nan
49 71413.46555765346 353.44484959253714
50 64889.45767894387 355.65009168658287
51 35346.0252256114 306.2048457025758
52 2014784.475769043 1468.568746150622
53 9351.914251167327 239.54942620896819
54 58283.49181434512 340.76889069684785
55 65264.002392947674 348.91638224641554
56 nan nan
57 1569176.6533355713 1297.3590119366618
58 11756.345074273646 239.9099181872323
59 125684.86740756035 425.5579749303912
60 nan nan
61 71866.33791862847 367.86201743971463
62 nan nan
63 111508.20310458913 410.6254377435357
64 10453.083650782704 249.17738853359248
65 170664.71757793427 477.73794797570264
66 24904.867643922567 276.93949057092436
67 184948.82480192184 493.0001355803576
68 42416.9257504344 304.473534635035
69 6268.981302760541 207.9808426984693
70 16003.208219707012 253.212631149774
71 nan nan
72 33765.60567584634 291.1445871187038
73 nan nan
74 nan nan
75 88445.62833118439 378.74253419876635
76 86329.7750762701 385.21270635807105
77 993507.9522018433 1049.103955793536
78 138699.8302735649 438.5757113507222
79 nan nan
80 nan nan
81 53349.86743630469 327.33321745249555
82 5112.438701678519 201.82070907100766
83 7757.013388469815 232.62787257024385
84 18204.660447759205 300.05435837687315
85 204983.84806251526 512.0096614939358
86 27484.454386860132 282.746860598026
87 4023.0274221003056 177.95284512446162
88 nan nan
89 790311.6102218628 926.8972520067086
90 13647.570895209908 251.86860669070276
91 4411.771705392748 174.98687158658828
92 12683.709839500487 245.67909048162386
93 3824.831205174327 173.28975392036813
94 nan nan
95 32307.055813342333 300.42682565415464
96 nan nan
97 4454.0096963346 190.28828660493784
98 4053.835315093398 182.1972118897151
99 12382.128617614508 242.40738561161882
100 nan nan
101 22541.110193118453 281.0975879621344
102 9131.071212223731 230.2879194747698
103 28093.60888750851 277.91938815025924
104 nan nan
105 nan nan
106 23467.535717368126 282.12532599839767
107 3675.8548735380173 173.43344495277154
108 8744.089569926262 237.70388784795816
109 5839.152382051572 211.75238329414267
110 nan nan
111 60639.671688206494 350.1734994666197
112 nan nan
113 48027.864776819944 315.38978407140337
114 1383750.7101135254 1226.7212514204373
115 203098.46502256393 508.44431773505005
116 4061.699196636677 181.1925383936752
117 nan nan
118 nan nan
119 38180.650584593415 305.799002624941
120 50326.3235928677 328.67474977665546
121 64538.479012057185 347.74833253176854
122 175668.31414175034 483.9627795922323
123 9806.559544406831 236.08852817660727
124 nan nan
125 nan nan
126 nan nan
127 9581.857714548707 231.16719073635215
128 5395.543783238158 207.43812767363704
129 nan nan
130 10234.394628666341 240.14346949386686
131 6069.574516713619 203.9605489618934
132 41452.20285611972 311.3305713836011
133 nan nan
134 7280.800128735602 252.56187008800651
135 nan nan
136 nan nan
137 25687.036376927048 282.7859141158751
138 43182.828958809376 304.8546465609228
139 nan nan
140 137931.69788324833 441.48998051265716
141 5561.648656666279 209.7860174707092
142 nan nan
143 nan nan
144 nan nan
145 13109.016513183713 245.8246811545702
146 40203.92718011048 310.54344857337315
147 6848.052503388375 222.03004958427587
148 16685.324447527528 262.0580626789164
149 nan nan
150 8528.657954061404 230.56469561719823
151 30310.48088413477 286.9299649907104
152 46488.84769899398 323.4280492844813
153 4980.241701002698 206.61059573644533
154 95338.78704917431 386.33886708752607
155 nan nan
156 nan nan
157 25546.657099977136 274.74355600868665
158 nan nan
159 13411.003182594199 258.0099331769631
160 28056.969990938902 278.14947913637275
161 6592.312679298222 222.6517352715253
