STARNR FLUX FLUXERR
1 375327.91076660156 649.4206190810936
2 25483.2628364563 260.15199504133506
3 25314.974449157715 256.59769851532536
4 14755.2350730896 233.30304398625395
5 nan nan
6 5164.176601409912 189.96396232956332
7 8030.37149810791 209.68290648566904
8 35135.33532333374 294.4609780227679
9 nan nan
10 12102.463077545166 220.7907584419391
11 24792.077812194824 252.47769512200213
12 nan nan
13 270858.91471099854 563.3474387906563
14 12943.766990661621 233.40645746550518
15 13202.048976898193 234.80053597605163
16 12685.21106338501 214.2476398778696
17 3378.0082359313965 168.99480633401458
18 6476.196746826172 202.78104269293706
19 55120.02180480957 311.73735406184556
20 46098.107582092285 299.5273990739754
21 23977.358085632324 255.4579704040262
22 76703.05805587769 377.5717704403973
23 116751.91631317139 402.1517108824403
24 37722.53929519653 304.15287203369496
25 nan nan
26 nan nan
27 nan nan
28 12491.061111450195 219.770906775314
29 3729.8620262145996 167.46394716249574
30 31328.55739212036 271.10340503396174
31 24491.984634399414 256.0978345041354
32 nan nan
33 10930.328922271729 221.05184692563833
34 29003.19973373413 266.658817956179
35 nan nan
36 nan nan
37 274378.27307891846 565.9642763625018
38 2988996.1623535156 1744.1723748160011
39 2707.7797775268555 139.01123297880324
40 4042.1647911071777 175.53070067186803
41 13084.790256500244 231.40963774370726
42 9456.365715026855 227.16645412010647
43 3732.1967124938965 165.85326472494256
44 3555.537395477295 163.94482110008707
45 164836.93077087402 457.3955642568512
46 3952.248920440674 180.04072252146804
47 17562.422737121582 248.8163985229876
48 nan nan
49 64687.525161743164 332.4106451104222
50 39875.915645599365 283.9530419091517
51 21080.218631744385 252.97045199674025
52 1495002.0612945557 1243.6145981769546
53 5745.616947174072 196.13445971537433
54 45337.56797790527 305.98067910775615
55 46017.409282684326 298.01782823523314
56 7524.936809539795 212.01860006177705
57 1664130.215423584 1308.9969844098541
58 8708.294784545898 217.33175606340532
59 135193.96319580078 425.6587587297621
60 nan nan
61 57954.02928161621 326.04780903223264
62 2521.998882293701 137.5224630699142
63 72811.63591384888 343.3264205002126
64 6106.425712585449 194.58896036228018
65 100004.69473648071 382.2966425240115
66 16920.485412597656 237.2285830093386
67 117836.14573669434 403.9998903179964
68 40359.72993850708 286.0942939757296
69 4635.508476257324 179.3034491450323
70 10347.16287612915 211.7692594810905
71 nan nan
72 22494.213863372803 258.89239920918135
73 4935.436950683594 182.36550575314027
74 6940.185371398926 201.71371572345276
75 63608.124420166016 325.8615685823772
76 71181.4958076477 346.5693415937348
77 566834.8339004517 814.5628533791008
78 81720.68209838867 355.23658587520924
79 nan nan
80 nan nan
81 38492.685176849365 288.23253703755324
82 4268.7452392578125 179.1323474939721
83 4062.217571258545 179.7448001581657
84 21720.910472869873 283.19291521197584
85 169534.04414367676 464.5393761410045
86 32110.749488830566 272.22874757259535
87 nan nan
88 nan nan
89 194185.5758743286 490.40150565558787
90 nan nan
91 8014.422176361084 212.90644216255845
92 8772.334602355957 233.59835118077663
93 7857.025314331055 209.63243953307858
94 nan nan
95 19849.956352233887 246.41725862303159
96 nan nan
97 20320.38536453247 248.08795593622685
98 5897.777965545654 195.17288334058983
99 8597.608604431152 227.07931769597283
100 nan nan
101 12986.63137435913 241.5953861882329
102 6201.105503082275 206.31685939136483
103 31293.541297912598 275.2014583571184
104 nan nan
105 nan nan
106 13959.399143218994 235.82291895468745
107 9562.702877044678 218.77574482292854
108 5509.011268615723 201.44874680073204
109 3937.715473175049 169.93834768843578
110 7971.261566162109 218.38375622073886
111 34808.30994415283 286.0451325238312
112 nan nan
113 131529.0664138794 418.13320200449317
114 733749.2272796631 883.743686904912
115 187159.01692199707 483.0292723731765
116 nan nan
117 nan nan
118 5563.910785675049 193.51221165332166
119 20331.40536880493 241.8956263379784
120 31867.967014312744 272.29318338996677
121 41566.86196899414 291.0798310044482
122 124041.44633865356 416.11460093885427
123 6361.701736450195 203.2153022869024
124 nan nan
125 nan nan
126 nan nan
127 16236.668090820312 238.5212227357841
128 4001.7898597717285 171.54588542596872
129 nan nan
130 5118.681667327881 189.56537172963996
131 4912.27853012085 197.03896835177883
132 25920.41088104248 261.579252891964
133 6289.892467498779 228.73056483018752
134 9190.355213165283 252.6757412877036
135 nan nan
136 nan nan
137 18074.909866333008 245.34819651582796
138 38713.73501586914 285.0971194177612
139 20565.9976272583 247.5432742116454
140 80595.26164245605 355.9321383935686
141 7857.9632568359375 210.4063367164985
142 nan nan
143 nan nan
144 2405.9092140197754 136.5339699978687
145 12247.126678466797 232.06652871273639
146 26688.20534133911 260.1434375804047
147 12745.652313232422 229.60043937893604
148 12696.833374023438 229.04510616861046
149 4379.2506675720215 186.83400100511574
150 9272.890224456787 213.75770579942903
151 22000.093379974365 250.57127146165257
152 53495.86264419556 311.2198691127255
153 3157.7014694213867 155.2325343629081
154 84353.05881881714 360.80445133643656
155 nan nan
156 nan nan
157 15140.4460105896 226.19282198713967
158 nan nan
159 9627.72658920288 212.86362688972704
160 23015.47269821167 251.07877782349476
161 3876.8059272766113 163.51143386944682
