STARNR FLUX FLUXERR
1 nan nan
2 nan nan
3 nan nan
4 nan nan
5 nan nan
6 nan nan
7 nan nan
8 1864.946358680725 105.24062028349039
9 nan nan
10 nan nan
11 nan nan
12 nan nan
13 30273.311255455017 222.2766509752804
14 nan nan
15 nan nan
16 nan nan
17 nan nan
18 nan nan
19 nan nan
20 2042.384220123291 113.89276041495773
21 nan nan
22 6341.307587623596 150.654837132689
23 6344.476059913635 153.33465127516757
24 nan nan
25 nan nan
26 nan nan
27 nan nan
28 nan nan
29 nan nan
30 nan nan
31 1935.5655241012573 114.92596105472875
32 nan nan
33 nan nan
34 1761.7539100646973 98.71387085384806
35 nan nan
36 nan nan
37 28632.82975769043 217.40769064248965
38 159039.92694854736 423.5062824850669
39 nan nan
40 nan nan
41 nan nan
42 nan nan
43 nan nan
44 nan nan
45 6693.8024616241455 153.0522496508936
46 nan nan
47 nan nan
48 nan nan
49 nan nan
50 3591.654607772827 137.40197564027628
51 1872.5812950134277 107.75186229963975
52 78053.43475532532 312.50801792692573
53 nan nan
54 2476.865445137024 120.5087188162333
55 3064.8343410491943 125.52431763093327
56 nan nan
57 36202.36339759827 235.1945851293042
58 nan nan
59 2347.5272464752197 117.84289676718511
60 nan nan
61 2742.710018157959 130.25288014513265
62 nan nan
63 5687.82501411438 143.37316366547904
64 nan nan
65 10580.600823402405 164.51631716701166
66 nan nan
67 10965.464708328247 170.9741438675636
68 nan nan
69 nan nan
70 nan nan
71 nan nan
72 1842.8430442810059 104.29912608028334
73 nan nan
74 nan nan
75 4606.192215919495 148.66976517640094
76 3605.5687713623047 136.07003131116164
77 61252.790267944336 283.80682546138104
78 8508.276468276978 159.37447004641515
79 nan nan
80 nan nan
81 2651.235715866089 122.08762005428731
82 nan nan
83 nan nan
84 nan nan
85 8467.490648269653 160.3537129570898
86 nan nan
87 nan nan
88 nan nan
89 64216.09148979187 288.5914313420958
90 nan nan
91 nan nan
92 nan nan
93 nan nan
94 nan nan
95 nan nan
96 nan nan
97 nan nan
98 nan nan
99 nan nan
100 nan nan
101 nan nan
102 nan nan
103 nan nan
104 nan nan
105 nan nan
106 nan nan
107 nan nan
108 nan nan
109 nan nan
110 nan nan
111 3533.7637434005737 129.5998948155671
112 nan nan
113 nan nan
114 85757.24946975708 325.66327638790887
115 8715.752976417542 159.47970717438395
116 nan nan
117 nan nan
118 nan nan
119 2396.9948768615723 119.77085882746094
120 3061.6455869674683 127.10022817571704
121 3116.147738456726 126.58169173548436
122 8799.567036628723 159.6736090125732
123 nan nan
124 nan nan
125 nan nan
126 nan nan
127 nan nan
128 nan nan
129 nan nan
130 nan nan
131 nan nan
132 2216.1042556762695 116.83310125512016
133 nan nan
134 nan nan
135 nan nan
136 nan nan
137 nan nan
138 nan nan
139 nan nan
140 8187.311424255371 155.53903390308454
141 nan nan
142 nan nan
143 nan nan
144 nan nan
145 nan nan
146 2189.7352619171143 114.94756433628545
147 nan nan
148 nan nan
149 nan nan
150 nan nan
151 nan nan
152 nan nan
153 nan nan
154 3228.544276237488 130.9835086954495
155 nan nan
156 nan nan
157 nan nan
158 nan nan
159 nan nan
160 nan nan
161 nan nan
