BJD,AIRMASS,SKY,TFLUX,CFLUX1,CFLUX2,CFLUX3,CFLUX4,CFLUX5
   9012.533673, 1.576,  1482.0,    110532.4,    310020.2,    296342.2,    210118.2,    275714.9,    123243.7
   9012.535347, 1.572,  1589.0,    112237.4,    315255.0,    305324.4,    215709.2,    278533.0,    125771.2
   9012.538702, 1.563,  1827.0,    110042.1,    308907.7,    295474.2,    209375.7,    274272.9,    122897.6
   9012.540378, 1.558,  1974.0,    109331.9,    304576.2,    295958.2,    207312.4,    270460.9,    122258.7
   9012.542055, 1.554,  2081.0,    100314.9,    285028.5,    275491.6,    196367.4,    252108.9,    113178.6
   9012.543733, 1.550,  2218.0,    106614.5,    297227.5,    283881.3,    200789.3,    264262.9,    118269.9
   9012.545411, 1.546,  2379.0,    107620.4,    297720.3,    290401.8,    204399.4,    264777.7,    118174.2
   9012.547085, 1.542,  2540.0,     95340.4,    269937.7,    256635.7,    182168.7,    236733.1,    106791.4
   9012.548759, 1.538,  2721.0,     89306.4,    245809.4,    240457.6,    169047.8,    222962.8,     98069.6
   9012.550434, 1.534,  2891.0,    103040.3,    290704.8,    281303.6,    197544.0,    253843.8,    116373.6
   9012.552120, 1.530,  3089.0,    113337.5,    313422.9,    301676.3,    215381.2,    278780.2,    125229.9
   9012.553797, 1.526,  3276.0,    112570.5,    316683.8,    305294.6,    215785.9,    280380.2,    127217.8
   9012.555472, 1.522,  3505.0,    111210.3,    315568.6,    305431.4,    216011.5,    279509.9,    126022.4
   9012.557151, 1.518,  3738.0,    112203.1,    312550.4,    304108.9,    212650.9,    279379.3,    124634.2
   9012.558828, 1.515,  3978.0,    107327.9,    303970.6,    294407.2,    206856.2,    267745.4,    121122.6
   9012.562193, 1.508,  4540.0,    113941.0,    316900.2,    304383.2,    215249.6,    280095.0,    124697.7
   9012.563873, 1.504,  4861.0,    110376.1,    309590.8,    307599.4,    216130.7,    280241.6,    126013.6
   9012.565550, 1.501,  5187.0,    114379.2,    318925.4,    306582.4,    218002.2,    284174.6,    125915.8
   9012.567238, 1.497,  5556.0,    113814.6,    313552.5,    302759.8,    213932.6,    277614.0,    125078.4
   9012.568920, 1.494,  5864.0,    107550.0,    300141.4,    289991.1,    206330.2,    264772.2,    118834.5
   9012.570594, 1.491,  6284.0,     96829.1,    267962.5,    256503.8,    182943.0,    237694.5,    108974.2
   9012.572276, 1.487,  6662.0,    112134.2,    311317.4,    300219.9,    214591.2,    277455.0,    125520.2
   9012.575636, 1.481,  7562.0,    114038.5,    315924.5,    306352.5,    216631.2,    280734.4,    126966.8
   9012.577311, 1.478,  8010.0,    109982.2,    305806.2,    292653.0,    208055.9,    270550.8,    122894.9
   9012.578987, 1.475,  8566.0,     86131.0,    239053.9,    233838.9,    165127.1,    213347.5,     94001.1
   9012.580661, 1.472,  8975.0,    102118.6,    282720.8,    274140.0,    195287.2,    247647.4,    112518.0
   9012.582337, 1.469,  9537.0,    108424.4,    297569.6,    288386.1,    206929.6,    266243.6,    119537.2
   9012.585684, 1.464, 10731.0,    114340.5,    315720.2,    307864.2,    217629.0,    280516.8,    126004.8
   9012.587364, 1.461, 11285.0,    110415.0,    309286.8,    299089.8,    213878.2,    276674.2,    124703.5
   9012.589039, 1.458, 11782.0,    106622.2,    294909.2,    283237.0,    204176.0,    262002.8,    115593.0
   9012.590718, 1.456, 12595.0,    113162.2,    314765.5,    302078.0,    215543.5,    278619.2,    122354.8
   9012.594069, 1.451, 14218.0,    114264.5,    316859.0,    306722.0,    218460.8,    283398.0,    124754.0
   9012.595745, 1.448, 14733.0,    114559.5,    321737.5,    315081.8,    220553.8,    285992.5,    125718.5
   9012.597430, 1.446, 15645.0,    113134.5,    314622.0,    306519.2,    216344.5,    278270.2,    126372.0
   9012.599108, 1.444, 16340.0,    112456.2,    323058.5,    315791.2,    223588.2,    287443.8,    128853.2
   9012.600784, 1.441, 17280.0,    115911.0,    323811.2,    313952.8,    222097.2,    290388.5,    127883.2
   9012.602460, 1.439, 18078.0,    113050.0,    324363.0,    309461.8,    220136.0,    286682.0,    130492.0
   9012.604138, 1.437, 19055.0,    107447.2,    286424.5,    279507.2,    200765.5,    262333.2,    119154.5
   9012.605814, 1.435, 19802.0,    118925.5,    322800.2,    313516.0,    219143.2,    286310.5,    128407.0
   9012.607492, 1.433, 20852.0,    115237.0,    311317.5,    306844.0,    218716.5,    278822.5,    125545.0
   9012.609167, 1.431, 21751.0,    107212.0,    286245.0,    276933.0,    201322.5,    257068.0,    114197.0
   9012.610841, 1.429, 22795.0,    113992.5,    309459.5,    304856.0,    213962.0,    278999.5,    122833.0
   9012.612515, 1.427, 23590.0,    114094.0,    314179.5,    306729.0,    214608.0,    285278.0,    126505.0
   9012.614195, 1.425, 24577.0,    116699.5,    320479.0,    316108.0,    221917.5,    287654.5,    127996.0
   9012.615885, 1.423, 25480.0,    116734.5,    322715.5,    314462.5,    227589.5,    287041.0,    126113.5
   9012.617561, 1.421, 26213.0,    108543.0,    305251.0,    293682.0,    208572.0,    272306.5,    121390.5
   9012.619247, 1.420, 27234.0,    112242.5,    309052.5,    302960.0,    212586.0,    278907.5,    124963.5
   9012.620921, 1.418, 28184.0,    113648.0,    310337.5,    300770.0,    207950.0,    276789.5,    119344.5
   9012.622596, 1.416, 28872.0,    116922.5,    320358.0,    316283.0,    223627.5,    286660.0,    127172.5
   9012.624270, 1.415, 29735.0,    118680.0,    318521.0,    313870.5,    227238.0,    287420.5,    127729.5
   9014.681626, 1.391, 22774.0,    117648.5,    318707.5,    307438.5,    219306.5,    281453.0,    127480.5
   9014.683320, 1.391, 22339.0,    109812.5,    304333.0,    296867.0,    210677.5,    270977.0,    120885.0
   9014.686678, 1.392, 21225.0,    113269.0,    308783.5,    300944.0,    209737.0,    269411.5,    119043.5
   9014.688364, 1.392, 20574.0,    111323.8,    311114.5,    303448.8,    213381.5,    278158.2,    123874.8
   9014.690042, 1.392, 20313.0,    113403.0,    303602.2,    294273.2,    206661.0,    267359.8,    121032.8
   9014.691721, 1.393, 19668.0,    109365.0,    304352.0,    295746.8,    210653.8,    268694.5,    121941.5
   9014.693413, 1.394, 18926.0,    111940.0,    308439.8,    301778.5,    209269.5,    276288.5,    120477.2
   9014.695090, 1.394, 18157.0,    116188.0,    312881.0,    303173.5,    217728.0,    280216.5,    126007.5
   9014.696766, 1.395, 17894.0,    114433.2,    318572.5,    312073.0,    218308.2,    287302.0,    129587.5
   9014.698447, 1.395, 17343.0,    113598.2,    316275.5,    311077.8,    217983.8,    283329.5,    127852.5
   9014.700148, 1.396, 16741.0,    118952.0,    323641.8,    314279.2,    220298.5,    287274.5,    127969.8
   9014.701829, 1.397, 16166.0,    116968.8,    321906.2,    316386.8,    219743.2,    285028.8,    130592.8
   9014.703506, 1.398, 15526.0,    115598.8,    321997.5,    304709.5,    217674.8,    284803.0,    128806.2
   9014.705185, 1.399, 15011.0,    115304.8,    316948.8,    304553.8,    216842.0,    280314.2,    124257.5
   9014.706860, 1.400, 14430.0,    120514.0,    330089.8,    318036.2,    223882.8,    291524.0,    132712.0
   9014.708536, 1.401, 13898.0,    114471.0,    309428.0,    302410.0,    212464.0,    275154.8,    125111.5
   9014.710215, 1.402, 13388.0,    115416.0,    318437.5,    307482.0,    217511.2,    282668.0,    126897.2
   9014.711891, 1.403, 12832.0,    121879.2,    337454.8,    323241.8,    232423.2,    302619.0,    136457.8
   9014.713569, 1.404, 12281.0,    124388.0,    342903.0,    332680.0,    233067.8,    304008.5,    135869.8
   9014.715247, 1.405, 11676.0,    122804.0,    339368.2,    328931.2,    233197.8,    303788.0,    135037.2
   9014.716926, 1.406, 11086.0,    116998.8,    322471.0,    311730.8,    219763.8,    285184.8,    127247.5
   9014.718603, 1.408, 10535.0,    113351.8,    314312.8,    302318.0,    212597.2,    279471.2,    125102.2
   9014.720281, 1.409, 10021.0,    118038.9,    326304.4,    315688.5,    222119.8,    289697.8,    129757.2
   9014.721960, 1.410,  9569.0,    120194.1,    330334.4,    319744.5,    227249.4,    291969.9,    131288.6
