BJD,AIRMASS,SKY,TFLUX,CFLUX1,CFLUX2,CFLUX3,CFLUX4,CFLUX5
   9020.573739, 1.449,  3819.0,    126330.7,    331783.1,    321800.8,    228099.2,    293336.6,    130929.0
   9020.575415, 1.446,  4049.0,    120599.9,    321389.9,    312285.5,    220623.9,    284226.0,    128125.7
   9020.578767, 1.442,  4541.0,     94709.9,    255838.1,    245213.6,    174913.8,    228606.6,    102499.3
   9020.580441, 1.439,  4783.0,    126403.2,    336413.9,    325843.2,    231210.9,    298711.7,    135619.1
   9020.582121, 1.437,  5050.0,    124326.5,    323746.9,    320302.9,    225096.5,    290112.4,    131052.3
   9020.583798, 1.435,  5342.0,    118198.5,    305488.6,    299876.1,    211780.2,    269680.4,    124092.2
   9020.585473, 1.433,  5633.0,    116009.4,    309777.8,    299916.1,    213153.9,    277065.0,    122138.0
   9020.587147, 1.431,  5933.0,    123904.6,    326338.8,    315371.2,    224734.8,    288018.1,    129977.4
   9020.588822, 1.429,  6243.0,    123791.0,    326967.8,    315840.4,    223407.0,    289007.6,    129279.1
   9020.590497, 1.427,  6563.0,    126412.2,    329394.4,    316084.6,    225880.0,    294498.6,    132191.8
   9020.592178, 1.425,  6899.0,    123471.6,    324804.9,    318554.0,    225400.6,    289344.5,    129960.2
   9020.593853, 1.423,  7244.0,    101121.5,    260559.6,    258975.9,    183235.8,    237499.8,    105821.5
   9020.595535, 1.421,  7598.0,    111762.5,    292695.2,    287202.2,    197183.9,    261346.1,    117665.8
   9020.597214, 1.420,  7961.0,    125380.4,    334231.5,    323318.9,    229488.2,    296695.1,    132604.5
   9020.598890, 1.418,  8357.0,    127891.8,    337451.1,    324167.8,    231472.5,    298780.2,    135099.6
   9020.600565, 1.416,  8739.0,    128124.1,    338864.5,    329367.8,    232892.2,    299714.9,    134217.2
   9020.602242, 1.415,  9157.0,    126904.5,    331135.6,    321258.6,    227011.8,    297177.2,    132162.8
   9020.603917, 1.413,  9605.0,    125970.5,    329056.8,    321531.4,    226485.8,    293352.6,    132898.1
   9020.605593, 1.412, 10082.0,    126775.1,    335699.1,    323868.1,    230986.1,    298413.4,    135724.8
   9020.607268, 1.410, 10591.0,    126374.8,    331553.5,    323674.0,    230622.2,    298141.5,    132002.5
   9020.608967, 1.409, 11140.0,    127421.8,    335495.8,    328695.5,    232388.0,    300435.8,    132177.2
   9020.610644, 1.408, 11690.0,    127934.2,    334499.2,    323974.8,    230611.0,    295879.2,    134735.0
   9020.612318, 1.406, 12266.0,    125759.2,    332744.0,    321606.8,    228761.2,    294876.5,    135768.0
   9020.614000, 1.405, 12860.0,    126932.0,    332954.0,    323725.5,    229591.8,    295638.5,    131767.8
   9020.615677, 1.404, 13438.0,    129739.2,    338895.0,    326451.8,    232412.5,    300223.0,    133710.8
   9020.617353, 1.403, 14088.0,    132034.5,    337475.0,    325893.5,    233952.2,    297540.0,    135661.0
   9020.619026, 1.402, 14702.0,    121984.0,    322677.2,    316431.2,    227188.5,    289344.8,    129340.8
   9020.620700, 1.401, 15306.0,    123060.8,    317507.2,    312708.2,    217442.5,    281327.8,    124998.5
   9020.622375, 1.400, 15882.0,    127210.0,    330396.5,    323508.5,    231065.5,    294760.2,    131448.8
   9020.624050, 1.399, 16469.0,    121547.2,    318605.8,    313060.2,    223839.5,    285059.5,    129164.0
   9020.625725, 1.398, 16924.0,    111855.0,    295214.2,    289142.0,    204605.8,    258023.5,    121135.0
   9020.627398, 1.397, 17427.0,    116554.0,    300674.2,    295272.5,    208893.2,    270357.5,    121647.5
   9020.629075, 1.396, 17845.0,    125118.2,    328461.8,    319493.5,    228375.2,    294073.5,    131477.0
   9020.630750, 1.395, 18251.0,    125281.8,    315774.8,    308380.5,    218877.0,    279296.0,    125198.5
   9020.632425, 1.395, 18756.0,    126004.0,    326377.8,    318011.0,    220661.8,    291080.0,    128258.5
   9020.634099, 1.394, 19247.0,    131526.0,    330018.0,    329467.8,    231299.2,    297545.8,    132852.2
   9020.635773, 1.394, 19588.0,    131062.2,    335978.2,    325351.2,    229562.2,    299013.8,    132056.2
   9020.637450, 1.393, 19856.0,    130999.0,    341029.2,    332535.5,    235171.2,    302392.2,    136030.8
   9020.639124, 1.392, 20050.0,    127579.5,    333920.2,    325585.2,    233171.8,    298922.0,    134874.8
   9020.640799, 1.392, 20217.0,    127897.2,    327722.2,    318900.2,    226220.5,    292064.5,    130649.0
   9020.642477, 1.392, 20426.0,    126811.5,    320937.5,    314322.0,    221736.0,    289049.0,    127552.5
   9020.644151, 1.391, 20583.0,    130908.8,    333748.0,    326700.0,    229488.0,    294587.2,    131269.8
   9020.645836, 1.391, 20687.0,    130588.8,    339101.8,    327659.8,    233381.5,    303991.0,    133698.5
   9020.647513, 1.391, 20783.0,    129549.2,    329785.5,    322656.8,    229439.0,    292763.5,    131452.2
   9020.649201, 1.390, 20830.0,    131311.5,    336790.0,    329488.8,    228295.0,    298393.5,    134627.0
   9020.650876, 1.390, 20800.0,    126616.8,    327734.5,    324824.5,    231329.0,    295596.5,    134332.2
   9020.652552, 1.390, 20826.0,    125318.8,    330919.5,    328062.2,    230704.0,    300681.0,    135463.2
   9020.654228, 1.390, 20791.0,    125393.2,    318760.2,    314601.0,    221418.5,    288141.0,    129413.0
   9020.655904, 1.390, 20676.0,    124151.0,    324262.0,    320257.2,    221841.8,    288794.0,    128726.2
   9025.412938, 1.897,   209.0,    116812.8,    295353.1,    283044.2,    202389.3,    260756.6,    118300.7
   9025.414617, 1.889,   211.0,    116582.0,    295813.4,    284585.8,    202606.3,    260614.6,    118513.8
   9025.416292, 1.881,   213.0,    117463.8,    298689.7,    287341.7,    204042.8,    261448.6,    119084.0
   9025.417970, 1.873,   217.0,    113033.2,    284571.9,    277951.9,    194876.8,    253372.4,    115235.6
   9025.419646, 1.865,   215.0,    112434.2,    282578.0,    271606.2,    192977.2,    248709.8,    112556.9
   9025.421320, 1.857,   218.0,    117240.3,    295231.8,    282784.3,    202622.9,    260821.9,    117672.7
   9025.423001, 1.849,   218.0,    106151.6,    266827.2,    257773.3,    179922.7,    238814.5,    106589.6
   9025.424688, 1.841,   215.0,    116102.4,    295581.1,    283080.4,    202249.8,    260093.0,    118282.4
   9025.426364, 1.834,   213.0,    117682.3,    297786.2,    288157.9,    201578.2,    263886.8,    118792.5
   9025.428039, 1.826,   211.0,    112687.2,    283769.8,    273809.2,    193519.8,    252152.2,    113096.5
   9025.429714, 1.819,   209.0,    112262.7,    291296.7,    280147.3,    197294.5,    255940.4,    116316.4
   9025.431388, 1.811,   212.0,    118589.7,    298019.1,    288465.4,    204186.0,    265634.8,    118810.7
   9025.433063, 1.804,   216.0,    116956.9,    299471.1,    287496.1,    203119.7,    264534.2,    119897.2
   9025.434743, 1.797,   218.0,    120154.0,    304519.3,    295696.9,    208918.6,    271494.7,    121654.5
   9025.436418, 1.790,   215.0,    119176.9,    300698.3,    289425.7,    204346.5,    265578.2,    120234.0
   9025.438093, 1.783,   218.0,    118435.8,    298338.7,    287841.8,    203018.8,    261309.8,    119267.4
   9025.439767, 1.776,   222.0,    118951.5,    302832.9,    293392.5,    206706.4,    270849.3,    119334.4
   9025.441441, 1.769,   224.0,    120458.2,    302454.1,    290985.3,    205613.8,    268184.2,    121142.9
   9025.443116, 1.762,   227.0,    119745.6,    304960.1,    293049.1,    208471.8,    267143.4,    122371.0
   9025.444792, 1.755,   227.0,    110671.4,    283999.7,    273786.3,    193651.0,    250133.2,    113294.4
   9025.446467, 1.748,   225.0,    114738.0,    289331.8,    280587.3,    197167.8,    258311.7,    115978.9
   9025.448142, 1.742,   229.0,    119100.4,    303776.2,    291893.2,    206343.0,    265888.9,    121274.9
   9025.449818, 1.735,   230.0,    120096.2,    304780.9,    295632.4,    208975.0,    270539.8,    122207.8
   9025.451494, 1.728,   229.0,    120072.2,    303816.2,    292608.2,    207376.9,    269147.7,    121399.2
   9025.453170, 1.722,   226.0,    118086.6,    300549.3,    290434.8,    204344.5,    264322.1,    120273.1
   9025.454845, 1.716,   230.0,    102460.5,    265544.2,    257140.7,    183628.0,    233016.0,    105467.6
   9025.456520, 1.709,   233.0,    107520.4,    267042.3,    262840.8,    185800.7,    240168.4,    108169.3
   9025.458197, 1.703,   227.0,    109546.0,    278795.0,    270984.6,    188065.8,    247838.0,    112406.9
   9025.459871, 1.697,   227.0,    111764.0,    283342.0,    270520.4,    192160.0,    248690.1,    113198.1
   9025.461548, 1.691,   224.0,    117618.8,    295464.5,    282521.5,    202675.7,    262657.0,    117563.5
   9025.463223, 1.685,   225.0,    110330.8,    278370.2,    272262.1,    192871.8,    247907.0,    113042.7
   9025.464901, 1.679,   227.0,    109254.2,    274817.6,    265375.9,    188469.4,    245807.6,    110734.0
   9025.466580, 1.673,   230.0,    113869.6,    286537.6,    273517.0,    195232.7,    253898.7,    113615.9
   9025.468254, 1.668,   227.0,    123204.2,    314729.8,    304215.9,    214869.6,    278356.8,    125540.2
   9025.469930, 1.662,   230.0,    124252.7,    317827.4,    306568.0,    216733.9,    280713.9,    126216.8
   9025.471608, 1.656,   227.0,    124749.3,    314468.2,    306063.1,    214880.0,    279019.6,    126194.2
   9025.473284, 1.651,   225.0,    122107.7,    311719.8,    303475.4,    214782.8,    278175.8,    124891.2
   9025.474961, 1.645,   224.0,    122393.1,    308591.0,    300919.6,    211929.1,    275485.0,    124421.3
   9025.476636, 1.640,   218.0,    121810.5,    310272.7,    298113.2,    211904.6,    271268.9,    123430.4
   9025.478311, 1.634,   222.0,    121781.7,    308247.7,    298893.0,    210105.1,    274876.2,    122989.3
   9025.479986, 1.629,   225.0,    120378.1,    307196.5,    298421.1,    210995.6,    271297.3,    123118.7
   9025.481662, 1.624,   220.0,    121596.4,    310848.4,    299551.5,    213098.2,    274355.3,    124131.7
   9025.483336, 1.619,   217.0,    123706.6,    312152.9,    304763.5,    212938.5,    277782.5,    125758.9
   9025.485010, 1.614,   215.0,    122103.1,    313382.3,    303852.9,    214283.8,    276618.9,    124224.8
   9025.486685, 1.609,   222.0,    120039.5,    306689.6,    296786.8,    210169.0,    271969.5,    122293.2
   9025.488360, 1.604,   224.0,    117790.0,    300596.3,    292069.0,    207428.0,    266262.6,    120286.4
   9025.490035, 1.599,   218.0,    120924.7,    307462.8,    297027.4,    210667.6,    271475.7,    122653.6
   9025.491710, 1.594,   218.0,    121662.8,    311659.7,    302489.1,    211451.0,    276841.4,    124146.8
   9025.493384, 1.589,   227.0,    121230.2,    307467.4,    300662.0,    213096.6,    275048.1,    124368.5
   9025.496734, 1.580,   240.0,    112807.2,    288027.4,    279003.1,    196250.2,    255175.7,    114711.7
   9025.498411, 1.575,   250.0,    118602.0,    303231.4,    295554.6,    208050.8,    270263.0,    121746.3
   9025.500087, 1.571,   259.0,    120830.1,    308967.1,    300941.2,    211229.3,    275481.6,    123990.3
   9025.501762, 1.566,   267.0,    122917.0,    312856.7,    304282.5,    215397.3,    277516.3,    125238.0
   9025.503438, 1.562,   279.0,    123373.3,    315955.6,    305100.0,    216570.1,    279972.7,    125610.7
   9025.505112, 1.558,   290.0,    119077.9,    306980.2,    296668.6,    209464.0,    270762.0,    121284.0
   9025.506792, 1.553,   302.0,    117190.6,    300242.1,    293052.6,    205154.5,    265819.5,    119613.6
   9025.508472, 1.549,   313.0,    119872.7,    309353.6,    297485.7,    210282.4,    272488.2,    122341.5
   9025.510150, 1.545,   326.0,    121920.6,    310210.3,    301492.8,    211902.2,    273284.6,    123933.2
   9025.511825, 1.541,   338.0,    121785.5,    309532.4,    299171.9,    211958.4,    274581.2,    123679.5
   9025.513499, 1.537,   354.0,    121174.2,    310377.9,    298566.6,    215702.1,    272920.8,    122124.9
   9025.515174, 1.533,   373.0,    122078.9,    307852.3,    299501.2,    211706.7,    274499.5,    123844.4
   9025.516851, 1.529,   393.0,    121795.8,    311769.4,    301932.3,    213953.1,    275266.3,    124130.0
   9025.521883, 1.518,   469.0,    119144.7,    301565.7,    293333.1,    207764.3,    268365.5,    120362.5
   9025.523558, 1.514,   498.0,    121665.4,    312555.1,    299465.9,    211379.8,    276485.4,    123708.2
   9025.525234, 1.511,   534.0,    123558.1,    313011.0,    305602.9,    214685.3,    280501.0,    126283.7
   9025.526908, 1.507,   572.0,    121275.5,    308848.4,    301902.5,    213090.6,    276529.5,    124039.3
   9025.528583, 1.504,   613.0,    119038.5,    302857.5,    293596.6,    208877.9,    271131.4,    121667.4
   9025.530261, 1.500,   655.0,    118944.7,    309633.5,    298478.8,    211056.9,    270273.8,    122593.1
   9025.531935, 1.497,   707.0,    121218.4,    309016.9,    298738.2,    209222.6,    273830.3,    122687.1
   9025.533610, 1.493,   769.0,    121467.9,    306614.2,    298771.1,    210644.9,    273087.3,    122844.9
   9025.535287, 1.490,   834.0,    121936.8,    310339.5,    300298.1,    211778.6,    273805.7,    124039.6
   9025.536963, 1.487,   907.0,    122674.2,    313974.8,    302119.4,    213932.7,    277909.6,    125511.8
   9025.538639, 1.484,   980.0,    122391.3,    311085.4,    301972.9,    211753.3,    276586.0,    124044.7
   9025.540320, 1.481,  1059.0,    121218.7,    310878.9,    300657.2,    213526.4,    273234.0,    123992.3
   9025.541995, 1.478,  1146.0,    120727.0,    304671.2,    297438.2,    207267.1,    273179.6,    123072.2
   9025.543671, 1.475,  1255.0,    122047.9,    311710.8,    301713.4,    212925.2,    274678.4,    124714.2
   9025.545345, 1.472,  1359.0,    122303.8,    309015.2,    305544.1,    212295.6,    275433.6,    123315.2
   9025.547028, 1.469,  1488.0,    122252.0,    311879.0,    302306.3,    213152.0,    273638.9,    123856.8
   9025.548703, 1.466,  1620.0,    121127.3,    309371.2,    302033.1,    212051.7,    275736.1,    124712.2
   9025.550378, 1.463,  1778.0,    120634.3,    308928.3,    297786.5,    209903.4,    271270.3,    121600.6
   9025.552055, 1.461,  1937.0,    122123.2,    310957.8,    300278.7,    213321.8,    275206.4,    123261.2
   9025.557089, 1.453,  2542.0,    125329.9,    311475.6,    304934.9,    216213.0,    278500.8,    125520.7
   9025.560441, 1.448,  3072.0,    122712.1,    313273.1,    302148.6,    214242.2,    279318.4,    124355.6
   9025.562117, 1.446,  3349.0,    122776.1,    311606.7,    305099.9,    213776.1,    277833.2,    124304.9
   9025.563791, 1.443,  3689.0,    123566.2,    312714.1,    303457.8,    215199.5,    278978.4,    125501.6
   9025.565467, 1.441,  4051.0,    124789.8,    311140.1,    303685.8,    214672.0,    278597.1,    125092.4
   9025.567141, 1.439,  4475.0,    123125.8,    306268.0,    299756.6,    210755.4,    273426.1,    122875.9
   9025.568822, 1.437,  4896.0,    120125.5,    304671.6,    296799.4,    209296.9,    270103.3,    122292.4
   9025.570502, 1.435,  5374.0,    120962.5,    307785.0,    296144.2,    212878.6,    273388.2,    121583.0
   9025.572177, 1.432,  5925.0,    120179.8,    305798.9,    298917.9,    209959.9,    272181.8,    121252.0
   9025.573852, 1.430,  6501.0,    118783.5,    305367.9,    297538.8,    206907.4,    270109.4,    122078.1
   9025.575527, 1.428,  7142.0,    124238.9,    312718.9,    302060.4,    213758.2,    276960.2,    123016.0
   9025.577203, 1.427,  7855.0,    122650.4,    313803.8,    303356.9,    214771.1,    278612.1,    125536.4
   9025.578880, 1.425,  8633.0,    122941.8,    309852.8,    298432.9,    211750.6,    276198.2,    121339.2
   9025.580563, 1.423,  9390.0,    123905.6,    307386.2,    298221.5,    210692.1,    272893.0,    122406.2
   9025.582239, 1.421, 10231.0,    124028.9,    310449.2,    301538.8,    212558.2,    276156.8,    124875.1
   9025.583917, 1.419, 11060.0,    122905.2,    309688.5,    300152.8,    212582.2,    276590.0,    122676.8
   9025.585599, 1.418, 11980.0,    122861.2,    310111.8,    300963.5,    214005.2,    276328.5,    124195.0
   9025.587277, 1.416, 12922.0,    122147.2,    312390.2,    302729.5,    211222.0,    276984.8,    123608.5
   9025.588955, 1.415, 13973.0,    128289.0,    324063.8,    311704.5,    219530.0,    286720.0,    127860.0
   9025.592304, 1.412, 16039.0,    130496.5,    322460.5,    313250.2,    220253.2,    286574.5,    127536.8
   9025.593980, 1.410, 17083.0,    127361.8,    314030.2,    307178.8,    216438.2,    280195.2,    124033.2
   9025.595657, 1.409, 18131.0,    130677.8,    320013.0,    307829.0,    216105.8,    283715.5,    125857.8
   9025.597334, 1.407, 19239.0,    127360.8,    313445.2,    306932.0,    216342.5,    283446.5,    125194.8
   9025.599009, 1.406, 20379.0,    126113.2,    318339.5,    309196.2,    220157.5,    281124.8,    126485.0
   9025.600686, 1.405, 21462.0,    125782.5,    316891.5,    306456.0,    216313.5,    280447.5,    127583.0
   9025.602366, 1.404, 22354.0,    129174.5,    320470.5,    313168.0,    222481.5,    286107.0,    127478.5
   9025.604041, 1.403, 23492.0,    126621.5,    322084.0,    310009.0,    221720.5,    290224.0,    128071.5
   9025.605718, 1.402, 24579.0,    129219.5,    322101.0,    312252.5,    219278.0,    284606.5,    129930.5
   9025.607393, 1.401, 25598.0,    123681.5,    313739.5,    303562.5,    214234.0,    276729.5,    125263.0
   9025.609071, 1.400, 26700.0,    127274.5,    316145.0,    307119.0,    217892.5,    278181.0,    122011.0
   9025.610750, 1.399, 27924.0,    128161.0,    316600.5,    304370.0,    216720.0,    279932.0,    125224.5
   9025.612425, 1.398, 28905.0,    127171.5,    312254.5,    300740.0,    214964.5,    275519.5,    125936.5
   9026.626524, 1.391, 25375.0,     51135.0,    124744.0,    120508.0,     90140.0,    113358.5,     49237.5
   9026.628201, 1.391, 25578.0,     49588.0,    126085.0,    116522.5,     84994.0,    107022.5,     49528.0
   9026.629910, 1.391, 26192.0,     54117.5,    128121.0,    122115.5,     90243.5,    117519.5,     50483.0
   9026.631590, 1.391, 28156.0,     49594.5,    112172.5,    106594.0,     78772.5,     97854.0,     44177.0
   9026.633288, 1.390, 28120.0,     52076.5,    131743.5,    126859.5,     89216.5,    115663.5,     53641.0
   9026.634964, 1.390, 28835.0,     45232.0,    109207.5,    118483.5,     80046.0,     92102.5,     46924.5
   9027.677678, 1.404, 18127.0,     28680.5,     64638.5,     62542.2,     44537.5,     58070.5,     23025.0
   9027.679534, 1.405, 17701.0,     28607.8,     74125.8,     68482.0,     49990.2,     65944.0,     28852.0
   9027.683180, 1.408, 16775.0,     24779.0,     70544.5,     71067.0,     47637.8,     62315.0,     28382.2
   9027.685000, 1.409, 16210.0,     30861.8,     77149.8,     76223.8,     52237.5,     70349.2,     32701.0
   9027.686835, 1.411, 15789.0,     27246.2,     72916.2,     66503.2,     48999.5,     66088.0,     30544.2
   9027.688641, 1.412, 15232.0,     33425.2,     75159.2,     74037.2,     52758.5,     68189.2,     28567.0
   9027.690485, 1.414, 14709.0,     30385.2,     74703.5,     69878.0,     48949.8,     64305.2,     30310.8
   9027.693878, 1.417, 13816.0,     32982.5,     84397.0,     85140.5,     57791.8,     78248.0,     34197.8
   9027.695580, 1.419, 13429.0,     32861.5,     82084.2,     80346.0,     56943.0,     75209.0,     31820.0
   9027.697282, 1.420, 13177.0,     26773.0,     63456.8,     62982.0,     44640.5,     59721.0,     27009.2
   9027.698983, 1.422, 12796.0,     30080.2,     67965.2,     66754.2,     47586.0,     62157.2,     26904.5
   9027.700663, 1.424, 12483.0,     27275.5,     61946.8,     58682.5,     40141.5,     53690.2,     27207.2
   9027.702367, 1.426, 12053.0,     26022.0,     61249.5,     60237.2,     41057.0,     55468.2,     24609.0
   9027.704060, 1.428, 11582.0,     24993.8,     58822.0,     59258.5,     41534.8,     55234.8,     23614.5
   9027.705761, 1.430, 11243.0,     23935.8,     58840.8,     56781.0,     40499.0,     52787.0,     22901.5
   9027.707449, 1.432, 10828.0,     25357.2,     62063.8,     57441.2,     42768.8,     57011.2,     25516.8
   9027.709150, 1.434, 10339.0,     24003.6,     58939.0,     61566.6,     42449.0,     56337.0,     26550.0
   9027.710825, 1.436,  9898.0,     24935.8,     61668.5,     60032.6,     42133.6,     56239.6,     25810.1
   9027.712501, 1.438,  9556.0,     24817.5,     61783.4,     62374.1,     40708.6,     55198.2,     23272.6
   9027.714178, 1.440,  9145.0,     23663.0,     62356.0,     61421.6,     41429.8,     57803.1,     24901.9
   9027.715852, 1.443,  8699.0,     27851.9,     66709.6,     66422.9,     45666.4,     61010.1,     26905.6
   9027.717527, 1.445,  8180.0,     29074.2,     71688.6,     71347.4,     50837.9,     66293.2,     29517.9
   9027.719203, 1.447,  7735.0,     30843.9,     75955.9,     73451.0,     51221.0,     66561.5,     29451.2
   9027.720879, 1.450,  7357.0,     28951.5,     74557.8,     71157.8,     49615.0,     65757.1,     28927.2
   9027.722558, 1.452,  7003.0,     29647.1,     72034.4,     69841.0,     47491.2,     62872.8,     29820.0
   9027.724235, 1.455,  6589.0,     34248.0,     79852.2,     79096.6,     56575.4,     71303.8,     32543.1
   9028.678924, 1.407, 21345.0,    139556.5,    338342.0,    323183.5,    231379.5,    300014.5,    133316.0
   9028.680645, 1.408, 21008.0,    145594.0,    344772.5,    333723.0,    239731.0,    308696.5,    139864.5
   9028.682325, 1.409, 20672.0,    144937.8,    340953.0,    335034.8,    235797.8,    305953.2,    138388.5
   9028.684005, 1.411, 20259.0,    140885.8,    343409.2,    334275.2,    235554.8,    309011.0,    136507.0
   9028.685685, 1.412, 19848.0,    146213.8,    342955.8,    338032.2,    239737.0,    308395.5,    135711.5
   9028.687364, 1.414, 19392.0,    144612.5,    343791.2,    335850.0,    237515.0,    308295.8,    137304.2
   9028.689052, 1.415, 18926.0,    148193.8,    346476.5,    336979.5,    239078.5,    310169.5,    139161.5
   9028.690731, 1.417, 18456.0,    142224.8,    346332.5,    335715.5,    237277.8,    307173.2,    135634.8
   9028.694092, 1.420, 17503.0,    143449.2,    340680.8,    331795.8,    232216.2,    304616.8,    137364.2
   9028.697448, 1.424, 16508.0,    140981.5,    338978.5,    330919.5,    232241.8,    303784.0,    137347.5
   9028.699125, 1.425, 16073.0,    140056.8,    338971.8,    330117.2,    231274.0,    305462.5,    135492.0
   9028.700804, 1.427, 15612.0,    141831.8,    337149.2,    328720.8,    232228.0,    300458.8,    131556.8
   9028.702481, 1.429, 15189.0,    140495.2,    330323.5,    322368.8,    229629.8,    297146.8,    131623.5
   9028.704160, 1.431, 14720.0,    141384.0,    340033.2,    327960.5,    233967.2,    304479.5,    134548.8
   9028.705841, 1.433, 14254.0,    143069.2,    340341.5,    331550.0,    233940.0,    305233.8,    137749.8
   9028.707523, 1.435, 13792.0,    143203.0,    345892.0,    337210.5,    233949.8,    306999.5,    139835.2
   9028.709205, 1.437, 13333.0,    141528.5,    341882.2,    334558.2,    237180.2,    308492.2,    137043.2
   9028.710880, 1.440, 12895.0,    142807.5,    343260.2,    331986.0,    233944.5,    306969.2,    136175.8
   9028.712563, 1.442, 12458.0,    141817.5,    341584.2,    333682.2,    234336.0,    304327.2,    137296.2
   9028.714241, 1.444, 11995.0,    141206.0,    340049.8,    331304.2,    233142.5,    305906.2,    134543.0
   9028.715922, 1.447, 11571.0,    140095.0,    336785.8,    325791.8,    230897.5,    300666.8,    138198.5
   9028.717604, 1.449, 11065.0,    135211.2,    325882.2,    318600.0,    221961.5,    291250.0,    129330.0
   9028.719284, 1.451, 10668.0,    134967.0,    325227.0,    314342.0,    223777.0,    289957.8,    128428.8
   9028.720965, 1.454, 10261.0,    138036.5,    334240.6,    325594.5,    227684.9,    296523.1,    131768.6
   9028.722644, 1.456,  9842.0,    136515.4,    333559.6,    322631.0,    226975.0,    297539.5,    133993.5
   9028.724323, 1.459,  9418.0,    138028.1,    332241.2,    323670.1,    228357.0,    298579.2,    132565.5
   9028.726001, 1.462,  8950.0,    132228.0,    315650.9,    307671.8,    218901.1,    282681.5,    126850.8
   9028.727678, 1.465,  8683.0,    136984.2,    326733.8,    318041.5,    226790.8,    290564.0,    132112.8
   9028.729357, 1.467,  8389.0,    135130.5,    326400.4,    315194.4,    221591.1,    292197.9,    131073.6
   9028.732714, 1.473,  7736.0,    141666.5,    339824.6,    330600.8,    233685.4,    302349.6,    138781.1
   9028.736072, 1.479,  7067.0,    143401.8,    340781.6,    333354.4,    235285.2,    306204.0,    137459.4
   9028.737747, 1.482,  6732.0,    142849.5,    343124.6,    335496.5,    235885.5,    305514.2,    137519.6
   9028.739427, 1.485,  6403.0,    143171.6,    341748.1,    333650.5,    236216.9,    306651.1,    137176.8
   9028.741103, 1.488,  6074.0,    141351.4,    339071.2,    330320.6,    233416.4,    301897.5,    134941.5
   9028.742780, 1.492,  5749.0,    138962.9,    335501.8,    325607.5,    228244.1,    299250.8,    135124.4
   9028.744457, 1.495,  5412.0,    138621.0,    337771.8,    326656.1,    231047.2,    299424.5,    134236.2
   9028.746134, 1.498,  5064.0,    134796.2,    327783.5,    319609.2,    224212.5,    291727.0,    131143.1
   9028.747808, 1.502,  4774.0,    135394.9,    331543.2,    320769.4,    225914.6,    295538.4,    133991.9
   9028.749484, 1.505,  4470.0,    139033.2,    339068.2,    325307.0,    231777.9,    298975.9,    136074.2
   9028.751163, 1.508,  4190.0,    136660.6,    331439.3,    324313.3,    226376.9,    294539.9,    132165.5
   9028.752838, 1.512,  3912.0,    138220.6,    332066.5,    321108.0,    225834.2,    294329.8,    132277.1
   9028.754514, 1.516,  3649.0,    137210.4,    333090.7,    322224.7,    228870.9,    297746.1,    133572.9
   9028.756192, 1.519,  3385.0,    135026.8,    330741.4,    322031.8,    225255.7,    296100.5,    132424.2
   9028.757867, 1.523,  3140.0,    136482.9,    332877.3,    322502.1,    227701.2,    294029.2,    132014.9
   9028.759546, 1.527,  2929.0,    136660.7,    334094.6,    324119.9,    228237.5,    295953.8,    131153.9
   9028.761222, 1.531,  2739.0,    138096.1,    337052.9,    325659.9,    230509.1,    298333.4,    134887.8
   9028.762897, 1.535,  2535.0,    137047.5,    330460.1,    322370.1,    226387.1,    295147.1,    132374.0
   9028.764573, 1.539,  2350.0,    136924.2,    332497.0,    323075.5,    228223.7,    295336.7,    132774.6
   9028.766248, 1.543,  2184.0,    137799.3,    333460.0,    323924.8,    226930.1,    297157.2,    133998.5
   9028.767924, 1.547,  2041.0,    137398.5,    331056.8,    322441.0,    225715.5,    294398.5,    133809.5
   9028.769599, 1.551,  1887.0,    132967.8,    325386.1,    314513.1,    222567.2,    288257.4,    130540.2
   9028.771275, 1.555,  1735.0,    134472.2,    324831.8,    313327.2,    222958.6,    288929.1,    130537.6
   9028.772954, 1.559,  1603.0,    132131.1,    321647.1,    312208.0,    219862.7,    285795.1,    127020.5
   9028.774631, 1.564,  1486.0,    130193.2,    317367.0,    309127.3,    215730.5,    281723.5,    127144.2
   9028.776308, 1.568,  1387.0,    132422.9,    320555.1,    311546.7,    220969.1,    284802.5,    127420.4
   9028.777983, 1.573,  1286.0,    133922.4,    322235.9,    313919.0,    222074.5,    289315.5,    128553.1
   9028.779659, 1.577,  1209.0,    135083.1,    328386.9,    316233.1,    224581.4,    290795.2,    130575.1
   9028.781334, 1.582,  1133.0,    137151.4,    333574.2,    322071.7,    226597.9,    294865.1,    132696.7
   9028.783011, 1.587,  1061.0,    135812.1,    327177.3,    317303.8,    225151.9,    290606.1,    130789.5
   9028.784686, 1.591,  1011.0,    134674.4,    325958.1,    316899.1,    223911.2,    290687.2,    130185.4
   9028.786361, 1.596,   958.0,    133282.3,    324429.8,    315007.7,    221528.8,    288261.4,    130145.7
   9035.626680, 1.391, 17494.0,    132137.5,    333420.0,    324413.0,    231560.0,    298036.0,    133387.0
   9035.628358, 1.391, 17978.0,    130589.0,    335969.5,    321053.2,    227962.5,    297432.2,    135223.8
   9035.631713, 1.392, 18830.0,    133632.8,    333902.0,    325489.2,    228272.8,    302595.5,    135173.0
   9037.480001, 1.539,  1200.0,    117720.1,    299806.8,    291848.1,    206432.9,    267769.6,    120680.8
